num,id_me,id_Hafro,id_marina,species,morph,length_cm,weight_g,sex,mat,age,location,old_image_name,new_image_name,teeth_den,teeth_max,teeth_pre,teeth_pal,teeth_vo,teeth_glos
119,PC4248,,2063,B,PL,26,180,F,7,7,Mjoanes,GOJfall20_mand_PC4248_01.JPG,CFAC_20_MAN_PC4248_01.JPG,16.5,17.5,7.25,17.25,4.5,12
120,PC4249,,2064,B,PI,47,1150,F,7,11,Mjoanes,GOJfall20_mand_PC4249_01.JPG,CFAC_20_MAN_PC4249_01.JPG,17.5,21,7.25,19.5,5,9
121,PC4250,,2065,B,PI,45,905,F,7,7,Mjoanes,GOJfall20_mand_PC4250_01.JPG,CFAC_20_MAN_PC4250_01.JPG,16.25,23.5,7.5,16.5,3,13
122,PC4251,,2066,B,PI,42.9,945,F,7,8,Mjoanes,GOJfall20_mand_PC4251_01.JPG,CFAC_20_MAN_PC4251_01.JPG,15.75,22,7.5,19,5,14
123,PC4252,,2067,B,PI,32.8,430,M,6,7,Mjoanes,GOJfall20_mand_PC4252_01.JPG,CFAC_20_MAN_PC4252_01.JPG,14.25,19.75,7.75,17,5.5,11.5
124,PC4253,,2068,B,PI,31,360,F,6,7,Mjoanes,GOJfall20_mand_PC4253_01.JPG,CFAC_20_MAN_PC4253_01.JPG,14.5,22.5,7.75,17.75,6,12
125,PC4254,,2069,B,PI,31.5,340,F,7,10,Mjoanes,GOJfall20_mand_PC4254_01.JPG,CFAC_20_MAN_PC4254_01.JPG,16.5,24.75,8.25,18.5,5.5,11.5
126,PC4255,,2070,B,PI,34.4,375,F,7,7,Mjoanes,GOJfall20_mand_PC4255_01.JPG,CFAC_20_MAN_PC4255_01.JPG,15.25,23,8,18.5,6,13.5
127,PC4256,,2071,B,PI,28.9,265,M,6,8,Mjoanes,GOJfall20_mand_PC4256_01.JPG,CFAC_20_MAN_PC4256_01.JPG,14.5,19.75,6.5,15.75,5.5,11
128,PC4257,,2072,B,PI,29.6,265,M,5,7,Mjoanes,GOJfall20_mand_PC4257_01.JPG,CFAC_20_MAN_PC4257_01.JPG,16.5,21.25,7.5,19.25,4.5,13.5
129,PC4258,,2073,B,PI,30,240,F,7,8,Mjoanes,GOJfall20_mand_PC4258_01.JPG,CFAC_20_MAN_PC4258_01.JPG,18.75,21,6.75,19.5,6,16
130,PC4259,,2074,B,SB,29.4,265,F,7,5,Mjoanes,GOJfall20_mand_PC4259_01.JPG,CFAC_20_MAN_PC4259_01.JPG,11.5,20.5,7.5,15.5,7.5,10
131,PC4260,,2075,B,PL,24,160,M,3,6,Mjoanes,GOJfall20_mand_PC4260_01.JPG,CFAC_20_MAN_PC4260_01.JPG,13,20,7.25,17.5,5,12.5
132,PC4261,,2076,B,PL,25.8,155,F,7,7,Mjoanes,GOJfall20_mand_PC4261_01.JPG,CFAC_20_MAN_PC4261_01.JPG,17.5,18,7.75,19.5,6.5,14
133,PC4263,,2078,B,PL,26.4,185,F,7,8,Mjoanes,GOJfall20_mand_PC4263_01.JPG,CFAC_20_MAN_PC4263_01.JPG,15.5,19.75,7.75,19.25,5,14
134,PC4264,,2079,B,PL,22,125,M,5,6,Mjoanes,GOJfall20_mand_PC4264_01.JPG,CFAC_20_MAN_PC4264_01.JPG,15.5,20,8,17,NA,10
135,PC4266,,2081,B,PL,25,160,F,7,7,Mjoanes,GOJfall20_mand_PC4266_01.JPG,CFAC_20_MAN_PC4266_01.JPG,17.25,22.25,7.5,20.25,5,13
136,PC4267,,2082,B,PL,27.1,200,F,7,11,Mjoanes,GOJfall20_mand_PC4267_01.JPG,CFAC_20_MAN_PC4267_01.JPG,17.5,22,7.5,17,NA,14
137,PC4268,,2083,B,SB,22,98.33,F,2,6,Mjoanes,GOJfall20_mand_PC4268_01.JPG,CFAC_20_MAN_PC4268_01.JPG,15,19.75,8,15.75,4,12.5
138,PC4269,,2084,B,SB,22.5,113.25,M,6,8,Mjoanes,GOJfall20_mand_PC4269_01.JPG,CFAC_20_MAN_PC4269_01.JPG,11.75,18.75,6.5,15,3,9
139,PC4270,,2085,B,SB,21.9,111.02,F,7,7,Mjoanes,GOJfall20_mand_PC4270_01.JPG,CFAC_20_MAN_PC4270_01.JPG,15.25,21.5,9.5,18,6,12
140,PC4271,,2086,B,SB,20.2,82.76,F,2,5,Mjoanes,GOJfall20_mand_PC4271_01.JPG,CFAC_20_MAN_PC4271_01.JPG,12.5,17.5,8,NA,3.5,12.5
141,PC4272,,2087,B,SB,19.6,78.88,F,2,6,Mjoanes,GOJfall20_mand_PC4272_01.JPG,CFAC_20_MAN_PC4272_01.JPG,11.25,18.5,7.75,14.5,6.5,11
142,PC4273,,2088,B,SB,20.6,100.88,F,7,6,Mjoanes,GOJfall20_mand_PC4273_01.JPG,CFAC_20_MAN_PC4273_01.JPG,12.25,17.25,7,16.5,1.5,10.5
143,PC4274,,2089,B,SB,19,77.67,F,7,6,Mjoanes,GOJfall20_mand_PC4274_01.JPG,CFAC_20_MAN_PC4274_01.JPG,13.25,19.5,6,16.5,4.5,9.5
144,PC4275,,2090,B,SB,18.6,70.99,F,2,8,Mjoanes,GOJfall20_mand_PC4275_01.JPG,CFAC_20_MAN_PC4275_01.JPG,12.5,19,7.25,17.5,4.5,11
145,PC4276,,2091,B,SB,17.8,73.1,F,7,5,Mjoanes,GOJfall20_mand_PC4276_01.JPG,CFAC_20_MAN_PC4276_01.JPG,14.25,19.5,7.25,17.25,5.5,10.5
146,PC4277,,2092,B,SB,18.9,78.02,F,2,7,Mjoanes,GOJfall20_mand_PC4277_01.JPG,CFAC_20_MAN_PC4277_01.JPG,13.75,19.75,8.25,17.5,3.5,12
147,PC4278,,2093,B,SB,19.1,84.33,F,7,6,Mjoanes,GOJfall20_mand_PC4278_01.JPG,CFAC_20_MAN_PC4278_01.JPG,14.75,17.75,7.5,14.5,3.5,12
148,PC4279,,2094,B,SB,20.5,82.97,M,7,11,Mjoanes,GOJfall20_mand_PC4279_01.JPG,CFAC_20_MAN_PC4279_01.JPG,15,23.75,6.75,18.25,5,14.5
149,PC4280,,2095,B,SB,19,75.13,M,6,7,Mjoanes,GOJfall20_mand_PC4280_01.JPG,CFAC_20_MAN_PC4280_01.JPG,12.75,18,7.5,17,4,9.5
150,PC4281,,2096,B,SB,13,19,F,7,6,Mjoanes,GOJfall20_mand_PC4281_01.JPG,CFAC_20_MAN_PC4281_01.JPG,12.5,18.25,7,16,2,12
151,PC4282,,2097,B,SB,20,80.29,M,5,6,Mjoanes,GOJfall20_mand_PC4282_01.JPG,CFAC_20_MAN_PC4282_01.JPG,13.25,18.75,6.75,16,3.5,12
152,PC4283,,2098,B,SB,16,44.21,F,7,6,Mjoanes,GOJfall20_mand_PC4283_01.JPG,CFAC_20_MAN_PC4283_01.JPG,13.5,16.5,7,16.5,3,11.5
153,PC4284,,2099,B,SB,18.5,75.44,F,7,5,Mjoanes,GOJfall20_mand_PC4284_01.JPG,CFAC_20_MAN_PC4284_01.JPG,11.5,17.25,8,15.5,4,11
154,PC4285,,2100,B,SB,17.5,67.88,F,7,10,Mjoanes,GOJfall20_mand_PC4285_01.JPG,CFAC_20_MAN_PC4285_01.JPG,13,19.5,7,17,5,11.5
155,PC4286,,2101,B,SB,15.9,43.82,NA,NA,4,Mjoanes,GOJfall20_mand_PC4286_01.JPG,CFAC_20_MAN_PC4286_01.JPG,11.75,23.25,7,18.5,4,12
156,PC4287,,2102,B,SB,14,28.88,F,7,4,Mjoanes,GOJfall20_mand_PC4287_01.JPG,CFAC_20_MAN_PC4287_01.JPG,11.5,17.5,7.5,17.5,3,10.5
157,PC4288,,2103,B,SB,11.8,23.27,F,7,4,Mjoanes,GOJfall20_mand_PC4288_01.JPG,CFAC_20_MAN_PC4288_01.JPG,11.75,17.75,8.5,14.5,3,12
158,PC4290,,2105,B,SB,13,21.38,F,7,NA,Mjoanes,GOJfall20_mand_PC4290_01.JPG,CFAC_20_MAN_PC4290_01.JPG,12.5,12.5,7.5,15,3,11.5
159,PC4291,,2106,B,SB,12.5,16.71,M,3,4,Mjoanes,GOJfall20_mand_PC4291_01.JPG,CFAC_20_MAN_PC4291_01.JPG,13,19.5,7.75,17.5,4.5,11
160,PC4292,,2107,B,SB,10.6,12.42,F,7,6,Mjoanes,GOJfall20_mand_PC4292_01.JPG,CFAC_20_MAN_PC4292_01.JPG,12.75,17.5,7.25,12,3.5,8.5
161,PC4293,,2108,B,SB,12.4,17.9,M,6,6,Mjoanes,GOJfall20_mand_PC4293_01.JPG,CFAC_20_MAN_PC4293_01.JPG,14.5,17.5,7.25,15.75,4.5,10
162,PC4294,,2109,B,SB,12.1,18.33,M,7,6,Mjoanes,GOJfall20_mand_PC4294_01.JPG,CFAC_20_MAN_PC4294_01.JPG,13.25,20.75,7.75,15.5,3,12
163,PC4295,,2110,B,SB,12.9,26.57,M,7,4,Mjoanes,GOJfall20_mand_PC4295_01.JPG,CFAC_20_MAN_PC4295_01.JPG,11.75,15,8,16.5,3.5,11.5
164,PC4296,,2111,B,SB,13.5,24.9,NA,NA,4,Mjoanes,GOJfall20_mand_PC4296_01.JPG,CFAC_20_MAN_PC4296_01.JPG,12.5,17.25,8,16.25,4,11.5
165,PC4297,,2112,B,SB,11.1,14.46,F,7,4,Mjoanes,GOJfall20_mand_PC4297_01.JPG,CFAC_20_MAN_PC4297_01.JPG,12.75,17.5,7,15.5,4,11
166,PC4298,,2113,B,SB,10.9,15.75,F,7,5,Mjoanes,GOJfall20_mand_PC4298_01.JPG,CFAC_20_MAN_PC4298_01.JPG,11.75,16.5,8,13.5,1,10.5
167,PC4299,,2114,B,SB,11.5,15.88,M,7,4,Mjoanes,GOJfall20_mand_PC4299_01.JPG,CFAC_20_MAN_PC4299_01.JPG,12.5,18,7.75,13,NA,11
168,PC4300,,2115,B,SB,10.9,13.76,M,7,3,Mjoanes,GOJfall20_mand_PC4300_01.JPG,CFAC_20_MAN_PC4300_01.JPG,13.5,16.5,7.25,15.25,NA,NA
169,PC4308,,,B,LB,50.1,1195,M,6,9,Olafsdrattur,GOJfall20_mand_PC4308_01.JPG,CFAC_21_MAN_PC4308_02.JPG,15.5,23.5,7.75,15.75,4,12
170,PC4309,,,B,LB,52.1,1420,M,7,15,Olafsdrattur,GOJfall20_mand_PC4309_01.JPG,CFAC_21_MAN_PC4309_02.JPG,12.5,21,7.5,17.25,7,15
171,PC4310,,,B,LB,38.8,610,M,7,9,Olafsdrattur,GOJfall20_mand_PC4310_01.JPG,CFAC_21_MAN_PC4310_01.JPG,15.75,19,7.5,14.25,6.5,10.5
172,PC4311,,,B,LB,44,995,F,7,9,Olafsdrattur,GOJfall20_mand_PC4311_01.JPG,CFAC_21_MAN_PC4311_01.JPG,16.75,22,7,13.33333333,3,12.5
173,PC4312,,,B,LB,42.6,1080,F,7,8,Olafsdrattur,GOJfall20_mand_PC4312_01.JPG,CFAC_21_MAN_PC4312_01.JPG,14.25,18.75,7.25,16.25,5,10
174,PC4313,,,B,LB,38.2,700,M,7,5,Olafsdrattur,GOJfall20_mand_PC4313_01.JPG,CFAC_21_MAN_PC4313_01.JPG,15.75,21.5,8,14,3,12.5
175,PC4314,,,B,LB,45.1,1135,M,7,13,Olafsdrattur,GOJfall20_mand_PC4314_01.JPG,CFAC_21_MAN_PC4314_02.JPG,15.75,20.25,6.5,14.25,6,12
176,PC4315,,,B,LB,49,1565,M,7,11,Olafsdrattur,GOJfall20_mand_PC4315_01.JPG,CFAC_21_MAN_PC4315_01.JPG,16,19.75,7,14.5,5,11
177,PC4316,,,B,LB,49.8,1370,M,7,12,Olafsdrattur,GOJfall20_mand_PC4316_01.JPG,CFAC_21_MAN_PC4316_01.JPG,21.25,26.75,7,18,5.5,15.5
178,PC4317,,,B,LB,43.8,1030,F,7,6,Olafsdrattur,GOJfall20_mand_PC4317_01.JPG,CFAC_21_MAN_PC4317_01.JPG,15.5,23,7.75,17.25,6,11
179,PC4318,,,B,LB,36.3,545,M,7,8,Olafsdrattur,GOJfall20_mand_PC4318_01.JPG,CFAC_21_MAN_PC4318_01.JPG,12.5,19.25,6.75,14.5,5,NA
180,PC4319,,,B,LB,47.4,1085,F,7,8,Olafsdrattur,GOJfall20_mand_PC4319_01.JPG,CFAC_21_MAN_PC4319_01.JPG,18.25,21.75,7.25,16,2,12
181,PC4320,,,B,LB,32.9,385,M,7,6,Olafsdrattur,GOJfall20_mand_PC4320_01.JPG,CFAC_21_MAN_PC4320_01.JPG,14,21,6.5,15.25,5,11
182,PC4321,,,B,LB,30.8,320,M,7,7,Olafsdrattur,GOJfall20_mand_PC4321_01.JPG,CFAC_21_MAN_PC4321_01.JPG,15,19.75,8,17.75,4.5,9.5
183,PC4322,,,B,LB,41.4,980,M,7,8,Olafsdrattur,GOJfall20_mand_PC4322_01.JPG,CFAC_21_MAN_PC4322_01.JPG,14.25,22.25,7.5,17.25,6,12
184,PC4323,,,B,LB,41.7,920,F,7,8,Olafsdrattur,GOJfall20_mand_PC4323_01.JPG,CFAC_21_MAN_PC4323_01.JPG,14.75,20.75,8,15.25,4.5,12
185,PC4324,,,B,LB,44,1040,M,7,9,Olafsdrattur,GOJfall20_mand_PC4324_01.JPG,CFAC_21_MAN_PC4324_01.JPG,14.75,22.5,7.5,15.25,5.5,12.5
186,PC4325,,,B,LB,34,400,M,7,8,Olafsdrattur,GOJfall20_mand_PC4325_01.JPG,CFAC_21_MAN_PC4325_02.JPG,18.25,25.5,6,20,5,13.5
187,PC4326,,,B,LB,39.9,780,M,7,8,Olafsdrattur,GOJfall20_mand_PC4326_01.JPG,CFAC_21_MAN_PC4326_01.JPG,12.75,19,6,12.5,2,12
188,PC4327,,,B,LB,53,1935,M,7,9,Olafsdrattur,GOJfall20_mand_PC4327_01.JPG,CFAC_21_MAN_PC4327_01.JPG,12,20.5,7,14.5,6,10
189,PC4328,,,B,LB,41.2,780,M,7,8,Olafsdrattur,GOJfall20_mand_PC4328_01.JPG,CFAC_21_MAN_PC4328_01.JPG,21,24.5,8.25,16.75,5.5,16
190,PC4329,,,B,LB,35.4,670,M,7,7,Olafsdrattur,GOJfall20_mand_PC4329_01.JPG,CFAC_21_MAN_PC4329_01.JPG,11.75,21.75,6.25,13.25,2,9
191,PC4330,,,B,LB,41.9,925,M,7,7,Olafsdrattur,GOJfall20_mand_PC4330_01.JPG,CFAC_21_MAN_PC4330_01.JPG,14,19,7.5,16.75,5,11
192,PC4331,,,B,LB,40.8,800,F,7,11,Olafsdrattur,GOJfall20_mand_PC4331_01.JPG,CFAC_21_MAN_PC4331_01.JPG,15.5,22,8,18,4,12
193,PC4332,,,B,LB,30.3,330,M,7,7,Olafsdrattur,GOJfall20_mand_PC4332_01.JPG,CFAC_21_MAN_PC4332_01.JPG,11,19.25,7.5,12.33333333,5,8
194,PC4333,,,B,LB,43,830,M,7,7,Olafsdrattur,GOJfall20_mand_PC4333_01.JPG,CFAC_21_MAN_PC4333_02.JPG,17.75,19.25,7,15,4.5,12
195,PC4334,,,B,LB,44,960,F,7,8,Olafsdrattur,GOJfall20_mand_PC4334_01.JPG,CFAC_21_MAN_PC4334_01.JPG,15.75,24,6.5,18.75,6.5,11.5
196,PC4349,,,B,PL,25.2,119.64,F,7,7,Svinnanes,GOJfall20_mand_PC4349_01.JPG,CFAC_21_MAN_PC4349_01.JPG,16.25,18,7.25,17,7.5,12.5
197,PC4350,,,B,PL,17.4,38.03,M,7,6,Svinnanes,GOJfall20_mand_PC4350_01.JPG,CFAC_21_MAN_PC4350_01.JPG,15.25,16.5,7.25,15.25,6.5,12
198,PC4351,,,B,PL,19,54.31,M,7,6,Svinnanes,GOJfall20_mand_PC4351_01.JPG,CFAC_21_MAN_PC4351_01.JPG,16,18.5,8,16.5,4.5,12.5
199,PC4352,,,B,PL,21.2,76.26,F,7,6,Svinnanes,GOJfall20_mand_PC4352_01.JPG,CFAC_21_MAN_PC4352_01.JPG,16,18.5,8,14.25,6,13
200,PC4353,,,B,PL,17.4,38.43,F,7,6,Svinnanes,GOJfall20_mand_PC4353_01.JPG,CFAC_21_MAN_PC4353_01.JPG,13,18.25,6.5,16.5,4,10
201,PC4354,,,B,PL,21.4,77.76,M,7,6,Svinnanes,GOJfall20_mand_PC4354_01.JPG,CFAC_21_MAN_PC4354_02.JPG,14.5,17.75,8,17,4,11.5
202,PC4355,,,B,PL,18,40.49,M,7,6,Svinnanes,GOJfall20_mand_PC4355_01.JPG,CFAC_21_MAN_PC4355_01.JPG,16.5,19.5,7.5,17.75,4,12
203,PC4356,,,B,PL,21.4,74.03,M,7,6,Svinnanes,GOJfall20_mand_PC4356_01.JPG,CFAC_21_MAN_PC4356_02.JPG,16.75,20.5,7.25,16.75,3,14
204,PC4357,,,B,PL,21.8,89.24,F,7,7,Svinnanes,GOJfall20_mand_PC4357_01.JPG,CFAC_21_MAN_PC4357_01.JPG,15,18.5,7,14.33333333,3,12.5
205,PC4358,,,B,PL,21,70.3,F,7,6,Svinnanes,GOJfall20_mand_PC4358_01.JPG,CFAC_21_MAN_PC4358_02.JPG,15.75,18.5,8,17,3,13.5
206,PC4359,,,B,PL,22.4,101.1,F,7,7,Svinnanes,GOJfall20_mand_PC4359_01.JPG,CFAC_21_MAN_PC4359_02.JPG,16,20.75,8,16.5,4,13
207,PC4360,,,B,PL,23.2,91.75,F,7,8,Svinnanes,GOJfall20_mand_PC4360_01.JPG,CFAC_21_MAN_PC4360_02.JPG,17.75,21.5,8.5,16.75,NA,14.5
208,PC4361,,,B,PL,21.4,80.68,F,7,7,Svinnanes,GOJfall20_mand_PC4361_01.JPG,CFAC_21_MAN_PC4361_01.JPG,16.5,20.5,7.25,18,5,15
209,PC4362,,,B,PL,19.2,58.28,M,7,4,Svinnanes,GOJfall20_mand_PC4362_01.JPG,CFAC_21_MAN_PC4362_02.JPG,16.75,17.75,7.25,19,5,12
210,PC4363,,,B,PL,18.2,41.6,F,7,6,Svinnanes,GOJfall20_mand_PC4363_01.JPG,CFAC_21_MAN_PC4363_01.JPG,14.25,16,7.5,17,NA,14
211,PC4364,,,B,PL,20.4,62.64,F,7,7,Svinnanes,GOJfall20_mand_PC4364_01.JPG,CFAC_21_MAN_PC4364_01.JPG,14.5,19.5,6.75,16,4,13
212,PC4365,,,B,PL,24,109.96,F,7,8,Svinnanes,GOJfall20_mand_PC4365_01.JPG,CFAC_21_MAN_PC4365_01.JPG,16.25,19.75,7.5,16.5,4.5,12
213,PC4366,,,B,PL,15.8,27.36,M,7,5,Svinnanes,GOJfall20_mand_PC4366_01.JPG,CFAC_21_MAN_PC4366_01.JPG,15,18,8.5,17,4,13
214,PC4367,,,B,PL,19.2,57.5,F,7,6,Svinnanes,GOJfall20_mand_PC4367_01.JPG,CFAC_21_MAN_PC4367_01.JPG,12.25,16,7.5,16.5,4.5,14
215,PC4368,,,B,PL,20,55.21,F,7,5,Svinnanes,GOJfall20_mand_PC4368_01.JPG,CFAC_21_MAN_PC4368_01.JPG,14.25,19,9,15.75,6,12
216,PC4369,,,B,PL,18.2,49.95,F,7,6,Svinnanes,GOJfall20_mand_PC4369_01.JPG,CFAC_21_MAN_PC4369_01.JPG,14.25,18.25,6.75,17,4.5,11.5
217,PC4370,,,B,PL,23.6,102.51,M,7,7,Svinnanes,GOJfall20_mand_PC4370_01.JPG,CFAC_21_MAN_PC4370_01.JPG,18,21,7.5,14.5,4,14
218,PC4371,,,B,LB,50,1340,F,2,NA,Svinnanes,GOJfall20_mand_PC4371_01.JPG,CFAC_21_MAN_PC4371_01.JPG,16,23.5,7.25,15.75,3.5,10
219,PC4372,,,B,PI,45.4,1030,M,7,12,Svinnanes,GOJfall20_mand_PC4372_01.JPG,CFAC_21_MAN_PC4372_01.JPG,23.5,23.5,7.5,18.75,8,16
220,PC4373,,,B,LB,37.6,730,F,2,7,Svinnanes,GOJfall20_mand_PC4373_01.JPG,CFAC_21_MAN_PC4373_01.JPG,12.75,22.25,7.25,16.25,3,11.5
221,PC4374,,,B,PI,37.6,500,F,7,9,Svinnanes,GOJfall20_mand_PC4374_01.JPG,CFAC_21_MAN_PC4374_01.JPG,15.75,18,7.5,19.75,8,10.5
222,PC4375,,,B,LB,52.8,1500,F,2,12,Svinnanes,GOJfall20_mand_PC4375_01.JPG,CFAC_21_MAN_PC4375_01.JPG,15.5,19,7.75,18,6.5,11
223,PC4376,,,B,LB,40.4,765,F,2,8,Svinnanes,GOJfall20_mand_PC4376_01.JPG,CFAC_21_MAN_PC4376_01.JPG,12.75,23,7,15.75,4,13.5
224,PC4377,,,B,PI,52.4,1505,M,6,9,Svinnanes,GOJfall20_mand_PC4377_01.JPG,CFAC_21_MAN_PC4377_02.JPG,19.75,22.5,8.25,18.5,5.5,13.5
225,PC4378,,,B,PI,41.2,680,M,7,8,Svinnanes,GOJfall20_mand_PC4378_01.JPG,CFAC_21_MAN_PC4378_01.JPG,14.75,23.75,7.75,18,6,13.5
226,PC4379,,,B,LB,46.2,1315,M,1,7,Svinnanes,GOJfall20_mand_PC4379_01.JPG,CFAC_21_MAN_PC4379_02.JPG,12.75,19.75,7,17.5,4,12.5
227,PC4380,,,B,PI,46,1255,M,1,7,Svinnanes,GOJfall20_mand_PC4380_01.JPG,CFAC_21_MAN_PC4380_01.JPG,14.75,19.25,7.5,15,3,12
228,PC4381,,,B,PI,36,525,M,7,7,Svinnanes,GOJfall20_mand_PC4381_01.JPG,CFAC_21_MAN_PC4381_02.JPG,17,18.5,7,16,6.5,11
229,PC4382,,,B,PI,44.2,940,M,7,8,Svinnanes,GOJfall20_mand_PC4382_01.JPG,CFAC_21_MAN_PC4382_01.JPG,14,19,6.75,15.5,6,16
230,PC4383,,,B,PI,34.6,375,M,7,7,Svinnanes,GOJfall20_mand_PC4383_01.JPG,CFAC_21_MAN_PC4383_02.JPG,16.5,21,7.75,18.5,6.5,13
231,PC4384,,,B,PI,43.8,995,F,7,9,Svinnanes,GOJfall20_mand_PC4384_01.JPG,CFAC_21_MAN_PC4384_01.JPG,17.75,23.25,8,18.75,6,12.5
232,PC4385,,,B,PI,36.4,380,M,7,7,Svinnanes,GOJfall20_mand_PC4385_01.JPG,CFAC_21_MAN_PC4385_01.JPG,14.5,19.5,6.75,14.75,4.5,18
233,PC4386,,,B,PI,36.6,435,M,7,9,Svinnanes,GOJfall20_mand_PC4386_01.JPG,CFAC_21_MAN_PC4386_01.JPG,12.5,20.75,7,15.5,4.5,13
234,PC4387,,,B,LB,40.6,750,M,1,7,Svinnanes,GOJfall20_mand_PC4387_01.JPG,CFAC_21_MAN_PC4387_02.JPG,13.75,19.75,7.25,16.25,5,10
235,PC4388,,,B,LB,38,615,M,2,8,Svinnanes,GOJfall20_mand_PC4388_01.JPG,CFAC_21_MAN_PC4388_01.JPG,13.25,17,7.25,17.5,6,11
236,PC4389,,,B,PI,42,725,M,7,8,Svinnanes,GOJfall20_mand_PC4389_01.JPG,CFAC_21_MAN_PC4389_02.JPG,17.25,20.25,7.5,18.75,5,19.5
237,PC4390,,,B,PI,37.8,485,M,6,8,Svinnanes,GOJfall20_mand_PC4390_01.JPG,CFAC_21_MAN_PC4390_02.JPG,16.5,21.25,6.75,16.75,7,17
238,PC4391,,,B,PL,23.6,100,F,7,7,Svinnanes,GOJfall20_mand_PC4391_01.JPG,CFAC_21_MAN_PC4391_02.JPG,16.75,20.25,8.5,15.75,3,15
239,PC4392,,,B,PI,30.2,235,F,7,8,Svinnanes,GOJfall20_mand_PC4392_01.JPG,CFAC_21_MAN_PC4392_02.JPG,17.25,21.75,7.75,19,3.5,13
240,PC4393,,,B,PI,36.7,575,M,7,10,Svinnanes,GOJfall20_mand_PC4393_01.JPG,CFAC_21_MAN_PC4393_01.JPG,20.75,23.5,8.5,20.25,8,14
